frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
61,3.0036,histogram,pid,0,1,0,1.0,153.845,12.4473,295.2428,-6.155,-6.4978,-0.2924,STOP,-0.1539,-0.1554,0.0168,0.0,0.0,37.5384,17.0006,58.8216,0.4819,1.0309,0.4197,1.1543,0.0518,4.8425,0.1704,46.0856
62,3.0186,histogram,pid,0,1,0,1.0,153.0726,12.4473,293.6978,-6.9274,-6.6267,-0.3255,STOP,-0.1732,-0.1599,0.0077,0.0,0.0,15.2423,70.0237,14.2809,0.43,1.0083,0.3821,1.0844,0.0514,4.4223,0.1445,0.0
63,3.0351,histogram,pid,0,1,0,1.0,153.0726,12.4473,293.6978,-6.9274,-6.7169,-0.3288,STOP,-0.1732,-0.1609,0.0054,0.0,0.0,31.6959,15.169,65.9241,0.4438,1.0259,0.3999,1.3856,0.0554,5.3051,0.1422,0.0
64,3.1098,histogram,pid,0,1,0,1.0,153.0726,12.4473,293.6978,-6.9274,-6.7801,-0.3315,STOP,-0.1732,-0.1621,0.0038,0.0,0.0,48.5507,17.3562,57.6162,0.4252,1.0201,0.4294,1.1275,0.0518,5.0645,0.1625,49.7854
65,3.1266,histogram,pid,0,1,0,1.0,154.6739,12.4473,296.9005,-5.3261,-6.3439,-0.2883,STOP,-0.1332,-0.1658,0.0107,0.0,0.0,55.5033,74.5948,13.4058,0.4337,1.0271,0.4313,1.5497,0.0551,4.6648,0.1455,0.0
66,3.1428,histogram,pid,0,1,0,1.0,155.5835,12.4473,298.7196,-4.4165,-5.7657,-0.2487,STOP,-0.1104,-0.1665,0.0282,0.0,0.0,29.0859,16.4425,60.8182,0.4549,1.0445,0.4141,1.2173,0.0525,4.7437,0.1626,0.0
67,3.2174,histogram,pid,0,1,0,1.0,152.991,12.4473,293.5347,-7.009,-6.1387,-0.3832,STOP,-0.1752,-0.1675,-0.0404,0.0,0.0,27.1266,16.1554,61.8987,0.449,1.1362,0.4335,1.4539,0.0569,5.733,0.1469,49.377
68,3.2331,histogram,pid,0,1,0,1.0,152.9431,12.4473,293.4388,-7.0569,-6.4142,-0.3774,STOP,-0.1764,-0.1725,-0.0285,0.0,0.0,31.3864,74.6042,13.4041,0.4264,0.9986,0.384,1.0921,0.0553,4.4452,0.2084,0.0
69,3.2489,histogram,pid,0,1,0,1.0,154.2741,12.4473,296.1008,-5.7259,-6.2077,-0.3038,STOP,-0.1431,-0.1733,0.0126,0.0,0.0,26.2218,15.3231,65.2611,0.5271,1.0255,0.3929,1.1095,0.0503,4.8272,0.1454,0.0
70,3.3309,histogram,pid,0,1,0,1.0,154.2741,12.4473,296.1008,-5.7259,-6.0632,-0.3088,STOP,-0.1431,-0.1744,0.0088,0.0,0.0,48.2281,21.3095,46.9274,0.7286,1.0856,0.4562,1.332,0.05,5.0199,0.1819,53.6141
